,Mock_A,Mock_B,Mock_C,Mock_D,Time12_A,Time12_B,Time12_C,Time12_D,Time24_A,Time24_B,Time24_C,Time24_D,Time72_A,Time72_B,Time72_C,Time72_D
Ca_28918.1|scaffold18032:8-683|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28919.1|scaffold18034:16-1180|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28920.1|scaffold18035:103-1201|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28921.1|scaffold18037:532-1005|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28922.1|scaffold18038:60-1546|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28923.1|scaffold18039:350-1729|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28924.1|scaffold18040:1144-2067|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28925.1|scaffold18041:126-917|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28926.1|scaffold18043:309-1695|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28927.1|scaffold18044:120-1226|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28928.1|scaffold18046:355-802|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28929.1|scaffold18047:1047-1603|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28930.1|scaffold18049:343-1085|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28931.1|scaffold18049:1372-3284|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28932.1|scaffold18050:461-1628|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28933.1|scaffold18053:13-445|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28934.1|scaffold18054:566-4048|plus|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ca_28935.1|scaffold18056:1093-1284|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28936.1|scaffold18058:68-784|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28937.1|scaffold18060:282-955|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28938.1|scaffold18061:1198-1709|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28939.1|scaffold18063:75-768|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28940.1|scaffold18065:44-807|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28941.1|scaffold18066:1608-2106|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28942.1|scaffold18069:1905-2621|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28943.1|scaffold18071:8-2146|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28944.1|scaffold18075:1002-2366|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28945.1|scaffold18076:828-1002|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28946.1|scaffold18077:2821-3369|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28947.1|scaffold18078:524-733|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28948.1|scaffold18081:87-1957|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28949.1|scaffold18082:1029-1207|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28950.1|scaffold18084:380-1047|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28951.1|scaffold18087:432-1315|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28952.1|scaffold18088:10-1709|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28953.1|scaffold18090:682-928|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28954.1|scaffold18091:7-1587|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28955.1|scaffold18092:950-2075|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28956.1|scaffold18094:25-717|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28957.1|scaffold18097:619-3437|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28958.1|scaffold18098:1408-2970|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28959.1|scaffold18098:610-1185|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28960.1|scaffold18099:1119-1410|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28961.1|scaffold18101:451-1440|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28962.1|scaffold18103:282-1950|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28963.1|scaffold18106:803-1818|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28964.1|scaffold18107:380-655|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28965.1|scaffold18109:38-734|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28966.1|scaffold18110:362-1111|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28967.1|scaffold18111:20-1443|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28968.1|scaffold18113:941-1785|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28969.1|scaffold18116:80-1195|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ca_28970.1|scaffold18117:567-724|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28971.1|scaffold18120:526-1237|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28972.1|scaffold18121:127-445|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28973.1|scaffold18122:82-1315|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28974.1|scaffold18123:991-1761|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28975.1|scaffold18127:522-1205|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28976.1|scaffold18128:443-815|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28977.1|scaffold18129:935-1386|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28978.1|scaffold18130:8-1200|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28979.1|scaffold18131:3-1091|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28980.1|scaffold18134:180-836|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28981.1|scaffold18134:1069-2247|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28982.1|scaffold18135:626-1262|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28983.1|scaffold18136:393-1186|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28984.1|scaffold18137:17-3520|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28985.1|scaffold18138:15-575|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28986.1|scaffold18138:658-3508|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ca_28987.1|scaffold18140:519-1748|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28988.1|scaffold18142:136-420|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28989.1|scaffold18144:536-903|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28990.1|scaffold18146:464-1372|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28991.1|scaffold18149:11-1209|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28992.1|scaffold18150:1988-4801|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28993.1|scaffold18150:1031-1545|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28994.1|scaffold18152:334-1022|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28995.1|scaffold18153:215-550|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28996.1|scaffold18153:833-1657|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28997.1|scaffold18154:261-849|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28998.1|scaffold18155:310-1386|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_28999.1|scaffold18156:399-1778|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29000.1|scaffold18157:739-1883|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29001.1|scaffold18160:26-1244|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29002.1|scaffold18161:17-1147|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29003.1|scaffold18161:1201-2314|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29004.1|scaffold18162:206-1794|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29005.1|scaffold18163:8-1144|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29006.1|scaffold18165:8-631|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29007.1|scaffold18167:16-1030|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29008.1|scaffold18168:19-909|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29009.1|scaffold18169:1133-2002|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29010.1|scaffold18169:22-933|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29011.1|scaffold18170:391-678|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29012.1|scaffold18171:72-754|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29013.1|scaffold18172:71-422|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29014.1|scaffold18173:160-1003|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29015.1|scaffold18174:255-499|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29016.1|scaffold18175:40-1048|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29017.1|scaffold18176:25-1500|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29018.1|scaffold18179:9-1276|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29019.1|scaffold18181:47-688|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29020.1|scaffold18182:136-990|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29021.1|scaffold18185:962-2608|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29022.1|scaffold18189:150-662|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29023.1|scaffold18191:6-394|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29024.1|scaffold18192:232-817|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29025.1|scaffold18193:1113-2498|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29026.1|scaffold18194:103-1380|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29027.1|scaffold18195:152-742|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29028.1|scaffold18196:277-1882|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29029.1|scaffold18197:823-1578|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29030.1|scaffold18197:367-772|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29031.1|scaffold18199:244-1092|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29032.1|scaffold18202:606-1650|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29033.1|scaffold18202:10-525|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29034.1|scaffold18203:719-1078|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29035.1|scaffold18203:337-521|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29036.1|scaffold18204:8-1083|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29037.1|scaffold18205:1233-1652|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29038.1|scaffold18210:342-1244|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29039.1|scaffold18211:203-1524|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29040.1|scaffold18216:302-795|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29041.1|scaffold18217:145-1320|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29042.1|scaffold18218:573-1130|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29043.1|scaffold18219:304-1184|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29044.1|scaffold18225:1784-2299|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29045.1|scaffold18227:17-365|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29046.1|scaffold18228:486-1058|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29047.1|scaffold18229:164-1348|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29048.1|scaffold18233:100-1502|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29049.1|scaffold18238:497-1521|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29050.1|scaffold18239:82-525|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29051.1|scaffold18240:718-1437|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29052.1|scaffold18241:870-1203|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29053.1|scaffold18243:274-1182|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29054.1|scaffold18244:431-1951|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29055.1|scaffold18245:633-1564|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29056.1|scaffold18246:1468-2051|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29057.1|scaffold18246:334-1242|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29058.1|scaffold18248:1464-2215|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29059.1|scaffold18249:87-664|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29060.1|scaffold18250:884-1043|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29061.1|scaffold18251:24-1402|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29062.1|scaffold18252:706-1032|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29063.1|scaffold18258:87-729|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29064.1|scaffold18259:865-1237|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29065.1|scaffold18260:9-551|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29066.1|scaffold18261:3-2696|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29067.1|scaffold18262:340-1298|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29068.1|scaffold18265:696-1690|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29069.1|scaffold18266:11-727|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29070.1|scaffold18268:448-1721|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29071.1|scaffold18269:1-1107|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29072.1|scaffold18270:1067-3213|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29073.1|scaffold18271:10-1652|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29074.1|scaffold18278:1162-1815|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29075.1|scaffold18279:166-1457|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29076.1|scaffold18282:74-3522|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29077.1|scaffold18283:80-829|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29078.1|scaffold18284:642-2838|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29079.1|scaffold18286:45-1673|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29080.1|scaffold18287:1175-2177|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29081.1|scaffold18288:617-1409|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29082.1|scaffold18289:259-935|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29083.1|scaffold18290:781-1494|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29084.1|scaffold18292:289-1092|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29085.1|scaffold18293:223-2291|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29086.1|scaffold18294:98-1083|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29087.1|scaffold18295:882-2093|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29088.1|scaffold18295:53-721|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29089.1|scaffold18297:22-525|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29090.1|scaffold18299:415-708|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29091.1|scaffold18300:1601-2112|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29092.1|scaffold18301:28-1025|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29093.1|scaffold18302:48-614|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29094.1|scaffold18302:995-1792|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29095.1|scaffold18303:260-979|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29096.1|scaffold18303:1353-3007|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29097.1|scaffold18306:14-706|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29098.1|scaffold18311:431-1120|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29099.1|scaffold18314:45-205|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29100.1|scaffold18315:1188-1582|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29101.1|scaffold18319:31-1132|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29102.1|scaffold18322:71-468|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29103.1|scaffold18324:12-309|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29104.1|scaffold18326:527-1418|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29105.1|scaffold18328:361-1136|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29106.1|scaffold18329:650-1696|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29107.1|scaffold18330:1199-1633|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29108.1|scaffold18331:63-1236|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29109.1|scaffold18332:259-1491|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29110.1|scaffold18334:679-1983|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29111.1|scaffold18336:804-1478|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29112.1|scaffold18337:16-429|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29113.1|scaffold18337:1105-1503|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29114.1|scaffold18339:230-458|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29115.1|scaffold18342:199-1722|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29116.1|scaffold18344:930-2159|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29117.1|scaffold18345:66-2202|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29118.1|scaffold18346:401-881|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29119.1|scaffold18347:607-1242|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29120.1|scaffold18350:16-1160|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29121.1|scaffold18351:442-1183|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29122.1|scaffold18352:81-892|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29123.1|scaffold18355:1029-1497|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29124.1|scaffold18358:132-1441|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29125.1|scaffold18359:14-871|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29126.1|scaffold18360:12-455|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29127.1|scaffold18361:5-643|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29128.1|scaffold18362:486-1200|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29129.1|scaffold18365:83-1608|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29130.1|scaffold18368:74-765|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29131.1|scaffold18369:14-932|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29132.1|scaffold18371:782-1507|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29133.1|scaffold18372:10-991|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29134.1|scaffold18377:91-1851|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29135.1|scaffold18378:384-1550|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29136.1|scaffold18379:153-946|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29137.1|scaffold18380:27-1115|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29138.1|scaffold18383:814-1969|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29139.1|scaffold18384:553-1382|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29140.1|scaffold18385:787-1300|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29141.1|scaffold18386:665-1258|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29142.1|scaffold18387:560-1253|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29143.1|scaffold18388:614-2280|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29144.1|scaffold18388:2356-3909|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29145.1|scaffold18389:1385-2496|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29146.1|scaffold18392:1199-1616|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29147.1|scaffold18392:2068-2763|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29148.1|scaffold18393:707-1003|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29149.1|scaffold18396:10-1126|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29150.1|scaffold18401:314-558|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29151.1|scaffold18402:130-962|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29152.1|scaffold18404:106-2111|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29153.1|scaffold18405:155-630|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29154.1|scaffold18406:301-1275|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29155.1|scaffold18408:894-1265|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29156.1|scaffold18409:3-331|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29157.1|scaffold18410:103-1836|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29158.1|scaffold18412:562-1004|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29159.1|scaffold18414:219-810|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29160.1|scaffold18415:602-2795|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29161.1|scaffold18415:9-434|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
